21:07:09:03:45:22[INFO ] transfergrammar.pl-90    : ##ENTERING LOAD RULE FUNC
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--10
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--11
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--12
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ceswunnArani ::Pos::VRB ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :uMxi and ceswunnArani Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--13
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ceswunnArani ::Pos::VRB ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :unnAdu and ceswunnArani Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--14
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--16
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ceswunnArani ::Pos::VRB ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :yA and wunn Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--17
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,JJP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--18
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--1
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--2
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--4
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :0 and  Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--5
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :A and  Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--7
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :ki and  Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--8
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :uwwaraM and ani Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--9
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :paScima and ani Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--10
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :xakRiNaM and ani Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--11
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :wUrpu and ani Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--12
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--13
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--14
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :num and psp Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--16
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--17
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,JJP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-NP
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--18
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ani ::Pos::PSP ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=1
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--1
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ceppedu ::Pos::VFM ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--2
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ceppedu ::Pos::VFM ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--4
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--5
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--7
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--8
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--9
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--10
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--11
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--12
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ceppedu ::Pos::VFM ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :uMxi and ceppedu Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--13
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ceppedu ::Pos::VFM ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :unnAdu and ceppedu Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--14
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--16
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,VGF
21:07:09:03:45:22[INFO ] rule_match.pl-211   : Word::ceppedu ::Pos::VFM ::Fs::
21:07:09:03:45:22[INFO ] rule_match.pl-173   : Input Value and Rule Value :yA and  Don't Match
21:07:09:03:45:22[INFO ] rule_match.pl-213   : Part Flag Val=0
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--17
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,JJP
21:07:09:03:45:22[INFO ] rule_match.pl-38    : RULE AT-VGF
21:07:09:03:45:22[INFO ] rule_match.pl-39    : Rule No--18
21:07:09:03:45:22[INFO ] rule_match.pl-40    : Pos in Rule--,1
21:07:09:03:45:22[INFO ] rule_match.pl-41    : Rule Chunk Tag:,NP
21:07:09:03:45:22[INFO ] transfergrammar.pl-131   : ##OUT of RULE MATCH func

